  company all Details
"
"['U72500MH2017PTC295479', 'AHL AR-RAY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC337000', 'PLAYBOOK SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC323450', 'MKBS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC200402', 'AGILE FINANCIAL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373092', 'ESTATEX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2016PTC272182', 'AUTOVISION VERIFY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC123881', 'NEWLINKS SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1999PTC123335', 'TATVA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296811', 'TEBILLION SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC250358', 'DIGISARATHI IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC329174', 'JHARTRIP INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC377248', 'CUROMATES ENTERPRISE PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2004PTC144468', 'ULYSSES SYSTEMS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330757', 'ADOLF GAMES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361984', 'DEEINGS ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394232', 'ZENIUS NEOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC387661', 'MAYO WORLD SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369661', 'COPBLY ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC329635', 'AQUARIQ TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC219410', 'ZISHTECH SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC130601', 'MANAV NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC133348', 'KEEN INFOTECH (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC362284', 'REACT LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC362164', 'POWODY TRADERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395134', 'YELLOW DIGITECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395517', 'RAJEAI INDUSTRIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395530', 'UNIWISE TECHNOLOGY LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC289857', 'STYLISH INFO SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2000PTC123780', 'SOFTDEL SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369277', 'PRATINAV TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC374930', 'ALGOBEAR PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2014PTC257970', 'AGRUD TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC387830', 'EASYOZY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC365642', 'REPUSHTI PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC127383', 'VKWARE SOFTWARE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366539', 'NEURO NOVA SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373764', 'FUNFERRY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376496', 'SHDWMAP SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC236984', 'IRA INFOSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1999PTC121677', 'SHRADDHA COMMUNICATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363390', 'STRATZY FINTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363770', 'PURATECH CONSULTANCY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2000PTC128824', 'INDIGO SYSTEMS AND TECHNOLOGY CONSULTING (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC255716', 'WOW ASSETS HOLDING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2004PTC145566', 'SENSYS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2002PTC136998', 'SYNOLOG SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC238264', 'DEFLYTICS CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC239947', 'KA-SAPSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361987', 'SPRERED ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC369662', 'LOSINER TRADERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC217476', 'GOTCUBED SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368539', 'CODEHUMOUR TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2003PTC139990', 'SIIL - TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1991PTC062650', 'SIERRA SYSTEM ASIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC363644', 'ARAMITA ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC256425', 'KIAS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC287872', 'TADPOLE INTERACTIVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC246011', 'CLOCKTICK TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC160596', 'GAMES2WIN INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC340744', 'BLUESPARX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC281815', 'OSHYOM APP ADVISOR PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC243996', 'SENTRY INTERNET SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC324446', 'ANAR APP PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366401', 'INZYMMO VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC133671', 'E-PHORIA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343415', 'FORTERRA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394324', 'TECHMERGE TELE BUSINESS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC200889', 'SAMVIK MARKETING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC378209', 'NEXT LEVEL LOGISTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330635', 'SANIDHYA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC339596', 'MOBIPURSE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC282694', 'EARTH AIR TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2021PTC361077', 'VERSA FUTURE COMMUNICATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2004PTC146959', 'ESAYA SOFTWARE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361986', 'MASDER TRADERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1999PTC122607', 'NET TECH SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC344258', 'TECBURG PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366162', 'FORTEM WELLNESS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC346710', 'YINFE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1991PTC063432', 'A T E PRINT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC265616', 'VDS INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2002PTC134741', 'MERFASH INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC126509', 'MADHAVI DESAI CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC293783', 'COLLATRIX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC155571', 'CYBER GAMES SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388105', 'SIRO MEDICAL WRITING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366145', 'BIZINSO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC374174', 'SPLENDID DIGITAL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367307', 'MY WATCH MERCHANT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC342074', 'XPCOVER TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367627', 'DEALCOM SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366905', 'MASTERPIECE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC226151', 'BIZTRAN SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC226205', 'NEVPRO BUSINESS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC333547', 'DOOTH INTERNET SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC348153', 'MEDIKIGAI INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363667', 'ONEFPI CONSULTANCY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC246336', 'UNITY IT TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC353236', 'FINGALAXY TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389991', 'FURATION TECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC375987', 'MEGASKY E PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296522', 'MRESEARCH INSIGHTS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2019PTC320453', 'MDKN MOSAIK INFOSYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC392805', 'KGMG TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC313770', 'NICHAT ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC192164', 'PARADIGM NETWORK SUPPORT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC173502', 'PK ONLINE VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC359537', 'DEBRIEF INTERACTIVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC359667', 'BLUE RIDE DIGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC131686', 'VIIKING TECHNOLOGY & TRADE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC247838', 'DIGITIZING MART PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375643', 'ORCHESTRADE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC353524', 'ACR BUSINESS SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2023PTC396960', '4P MARKETING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388980', 'PASTECH IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC325939', 'CORE SAFETY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC267635', 'MOBTRAY DIGITAL (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2016PTC285687', 'SANESWAP.COM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC237083', 'CONNECT INFO SOLUTIONS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC361355', 'HANSEL SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC304780', 'WORKSUITE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC348365', 'AREA LINK NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC269749', 'OLIVESYNC PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC341482', 'AUTOSPATIAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC349744', 'DIGIBOXX TECHNOLOGIES AND DIGITAL INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC342903', 'VU VIDEOCONFERENCING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC273971', 'EXPERTEASE PLATFORMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC157000', 'A M DOCTORS GUIDE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC259669', 'KALIBRATE NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72901MH2006PTC348199', 'RVT SOFTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC125387', 'SHARAD DECORATORS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC193475', 'ENERGY DESIGN PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2006PTC166067', 'EASYRUPIYA WEB SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1999PTC122355', 'SOFTSOL ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC144705', 'TEMPLE INFOTECH AND CONSULTANCY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC329696', 'TECHAXIVE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC124011', 'COMPULINK INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368959', 'CLEVERSTUDIO SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC174870', 'GEETHA SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373855', 'ITURHS DIGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC233171', 'X-BIZ TECHVENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC288699', 'AVANCA TECH VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC127336', 'INFOBAY INTERACTIVE INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC352372', 'VENDORPOOL INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC292352', 'RAYVOLUTION TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC366978', 'ASLK TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC306596', 'DNVCS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366599', 'LYONFORD IT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC297020', 'MAGIKOS CLOUD PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC303489', 'CATHECT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC352155', 'AI4FINTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC328783', 'AWCHAT AND OLSEN DESIGN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC323760', 'CEE TRAK IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC345093', 'RENAUD-WASAN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC236497', 'ARIA DIGITAL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC124127', 'SURAJ INFOTECH AND DATACOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC147993', 'ZEUS NUMERIX PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC328253', 'VINDEX INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC344127', 'ENVIFOX INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2003PTC142092', 'IVOX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC125264', 'SOFTWARE ELEMENTS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC131999', 'R D G MICRO ELECTRONICS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH1996PTC100747', 'BONDWELL CORPORATE ADVISOR PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC325017', 'COSMICMANDALA15 TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2019PTC185364', 'BARPUN SOLUTIONS PRIVATE LIMITED', 'Pune', 'Active']"
"['U72900MH2021PTC371443', 'UPFLEX ANAROCK INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC336510', 'KH SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC336583', 'AUGEAN ENTERPRISE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC374551', 'ZEBICSOFT SOFTWARE TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356474', 'DIGIVIZER PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358846', 'IGLOO DIGITAL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1991PTC060124', 'KAMAT INFORMATION SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC310301', 'INTELLIQUITY CONSULTING SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC131143', 'PORTENT TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC345954', 'OFFSHORE UT IN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC220191', 'MZAYA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375416', 'BALAJI NETPOINT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358378', 'ISHISOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC371840', 'LEXAPAR ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2005PTC152071', 'UNISTAR INFOSYSTEM SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC322485', 'SWQA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2010PTC205525', 'EUREKA TECH SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC373672', 'ESPS FINTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC279880', 'IEASE IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2003PTC139243', 'ELIXIR COMMERCIAL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC315565', 'WFH WEBSOFTZ SOFTWARES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC374645', 'SEASTAR LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC229776', 'TOTAL QUALITY MOBILE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1999PTC121574', 'APPLIED SOFTWARE RESEARCH INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC198938', 'RIGHT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC150725', 'CSL TECH (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC370879', 'AIBENDER PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2007PTC172081', 'YSP INTERIORS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376327', 'TREE BRIDGE EDUCATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393879', 'JUSTO INFOTECH LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2005PTC152835', 'CONCLUSIVE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC226223', 'ALDRICH BUSINESS SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC347873', 'CREDIFI INFORMATION SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC238750', 'SMARTNET NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2006PTC160883', 'KAIZEN AUTOMATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC306733', '2SYNC WEB SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC303292', 'ARTURO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2010PTC204915', 'NIFSYS TECHNOLOGIES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC314724', 'ROLTA OVERSEAS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC340088', 'IDONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC339859', 'PIXELBUG TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC397100', 'FRASEESLY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC283692', 'WHITE RIVERS MEDIA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC397266', 'WORGEDY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2015PTC266415', 'GREEN LEAVES CONSUMER SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358138', 'WONDRLAB MARTECH PLATFORMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386481', 'ASZNS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC132733', 'PHONOLOGIES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373935', 'FFHAWA INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC251128', 'ICRUXSYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC321178', 'HERIOS INFOSEC PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC125011', 'ANMOL INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC215805', 'SP ISHTARTH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC267629', 'LEVRAM LIFESCIENCES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2003PTC143284', 'MEGAHERTZ SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC271200', 'SM GADGET PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC269920', 'AUTOSPARES TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2016PTC274740', 'PENBOUND PARTNERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC344728', 'VIEH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396532', 'ADDCERINE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC385543', 'MACHIATO TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC129941', 'UNBOUND VENTURES COM INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC256512', 'GLOBAL VISION SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC292038', 'MVIDYA MOBILE LEARNING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC265160', 'FIRST NOTIFY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC335238', 'SHODASHI SUTRAS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC335186', 'IDZ GAMES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC282003', 'DIGIPRO DIGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC323941', 'CREDIBLE INFOTECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC243186', 'WALL SYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343150', 'ANTIZERO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC262039', 'VEMOOT SOFTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC365968', 'SIMCOM IT INFRA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC237527', 'TECHUNIDO SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394938', 'SALTINC CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
